eco	name	fen	moves	name.unique	moves_commas
A40	Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl	rnb1k1nr/pp2pp1p/3p2p1/q1pP4/2P1P3/2P5/P4PPP/R1BQKBNR w KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 d7d6 e2e4 g7c3 b2c3 d8a5	Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl	d2d4,g7g6,c2c4,f8g7,b1c3,c7c5,d4d5,d7d6,e2e4,g7c3,b2c3,d8a5
A40	Pterodactyl Defense: Central, Benoni Pterodactyl	rnb1k1nr/pp1pppbp/6p1/q1pP4/2P1P3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 g7g6 c2c4 f8g7 e2e4 c7c5 d4d5 d8a5	Pterodactyl Defense: Central, Benoni Pterodactyl	d2d4,g7g6,c2c4,f8g7,e2e4,c7c5,d4d5,d8a5
A40	Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl	rnb1k1nr/pp1pppbp/6p1/q1pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 d8a5	Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl	d2d4,g7g6,c2c4,f8g7,b1c3,c7c5,d4d5,d8a5
A40	Pterodactyl Defense: Fianchetto, Queen Pteranodon	rnb1k1nr/pp1ppp1p/6p1/q1pP4/2P5/2P5/P3PPPP/R1BQKBNR w KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 d8a5	Pterodactyl Defense: Fianchetto, Queen Pteranodon	d2d4,g7g6,c2c4,f8g7,b1c3,c7c5,d4d5,g7c3,b2c3,d8a5
A40	Pterodactyl Defense: Fianchetto, Queen Pterodactyl	rnb1k1nr/pp1pppbp/6p1/q1p5/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq -	d2d4 g7g6 g1f3 f8g7 g2g3 c7c5 f1g2 d8a5	Pterodactyl Defense: Fianchetto, Queen Pterodactyl	d2d4,g7g6,g1f3,f8g7,g2g3,c7c5,f1g2,d8a5
A40	Pterodactyl Defense: Queen Pterodactyl, Quiet Line	rnbqk1nr/pp1pppbp/6p1/2p5/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 e2e3	Pterodactyl Defense: Queen Pterodactyl, Quiet Line	d2d4,g7g6,c2c4,f8g7,b1c3,c7c5,e2e3
A40	Queen's Pawn Game	rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq -	d2d4	Queen's Pawn Game 1	d2d4
A40	Queen's Pawn Game: Anglo-Slav Opening	rnbqkbnr/pp2pppp/2pp4/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 c7c6 c2c4 d7d6	Queen's Pawn Game: Anglo-Slav Opening	d2d4,c7c6,c2c4,d7d6
A40	Queen's Pawn Game: Englund Gambit	r1b1kb1r/ppppq1pp/2n2n2/3Q4/8/5N2/PPP1PPPP/RNB1KB1R w KQkq -	d2d4 e7e5 d4e5 b8c6 g1f3 d8e7 d1d5 f7f6 e5f6 g8f6	Queen's Pawn Game: Englund Gambit	d2d4,e7e5,d4e5,b8c6,g1f3,d8e7,d1d5,f7f6,e5f6,g8f6
A40	Queen's Pawn Game: London System, Pterodactyl Variation	rnb1k1nr/pp1pppbp/6p1/q7/3P1B2/5N2/PP2PPPP/RN1QKB1R w KQkq -	d2d4 g7g6 g1f3 f8g7 c1f4 c7c5 c2c3 c5d4 c3d4 d8a5	Queen's Pawn Game: London System, Pterodactyl Variation	d2d4,g7g6,g1f3,f8g7,c1f4,c7c5,c2c3,c5d4,c3d4,d8a5
A40	Slav Indian: Kudischewitsch Gambit	rnbqkb1r/p2ppppp/2p2n2/1p6/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 c7c6 g1f3 g8f6 c2c4 b7b5	Slav Indian: Kudischewitsch Gambit	d2d4,c7c6,g1f3,g8f6,c2c4,b7b5
A40	St. George Defense: Polish Variation	rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/3B1N2/PPP2PPP/RNBQK2R w KQkq -	d2d4 b7b5 e2e4 a7a6 g1f3 c8b7 f1d3 e7e6	St. George Defense: Polish Variation	d2d4,b7b5,e2e4,a7a6,g1f3,c8b7,f1d3,e7e6
A40	Zaire Defense	rnbqkbnr/pppppppp/8/3PP3/8/8/PPP2PPP/RNBQKBNR w KQkq -	d2d4 b8c6 d4d5 c6b8 e2e4 g8f6 e4e5 f6g8	Zaire Defense	d2d4,b8c6,d4d5,c6b8,e2e4,g8f6,e4e5,f6g8
A40	Zukertort Defense: Kingside Variation	rnbqkb1r/pppppp1p/6pn/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g7g6 g1f3 g8h6	Zukertort Defense: Kingside Variation	d2d4,g7g6,g1f3,g8h6
A41	English Rat: Pounds Gambit	rn1qkbnr/ppp2ppp/3pb3/4P3/2P5/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 d7d6 c2c4 e7e5 d4e5 c8e6	English Rat: Pounds Gambit	d2d4,d7d6,c2c4,e7e5,d4e5,c8e6
A41	King's Pawn Game: Maróczy Defense	rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	d2d4 d7d6 e2e4 e7e5	King's Pawn Game: Maróczy Defense	d2d4,d7d6,e2e4,e7e5
A41	Modern Defense	rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6	Modern Defense 2	d2d4,g7g6,c2c4,f8g7,b1c3,d7d6
A41	Old Indian Defense	rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -	d2d4 d7d6 c2c4	Old Indian Defense 1	d2d4,d7d6,c2c4
A41	Queen's Pawn Game	rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 d7d6	Queen's Pawn Game 2	d2d4,d7d6
A41	Rat Defense: English Rat	rnbqkbnr/ppp2ppp/3p4/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 d7d6 c2c4 e7e5	Rat Defense: English Rat	d2d4,d7d6,c2c4,e7e5
A41	Rat Defense: English Rat, Lisbon Gambit	r1bqkbnr/ppp2ppp/2np4/4P3/2P5/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 d7d6 c2c4 e7e5 d4e5 b8c6	Rat Defense: English Rat, Lisbon Gambit	d2d4,d7d6,c2c4,e7e5,d4e5,b8c6
A41	Robatsch Defense	rn1qk1nr/ppp1ppbp/3p2p1/8/2PPP1b1/5N2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d6 g1f3 g7g6 c2c4 f8g7 e2e4 c8g4	Robatsch Defense	d2d4,d7d6,g1f3,g7g6,c2c4,f8g7,e2e4,c8g4
A41	Wade Defense	rn1qkbnr/ppp1pppp/3p4/8/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 d7d6 g1f3 c8g4	Wade Defense	d2d4,d7d6,g1f3,c8g4
A41	Zukertort Opening: Wade Defense, Chigorin Plan	1r1qkbnr/pppnpppp/3p4/8/2PP2b1/1Q3N2/PP2PPPP/RNB1KB1R w KQk -	d2d4 d7d6 g1f3 c8g4 c2c4 b8d7 d1b3 a8b8	Zukertort Opening: Wade Defense, Chigorin Plan	d2d4,d7d6,g1f3,c8g4,c2c4,b8d7,d1b3,a8b8
A42	Modern Defense: Averbakh System	rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4	Modern Defense: Averbakh System	d2d4,g7g6,c2c4,f8g7,b1c3,d7d6,e2e4
A42	Modern Defense: Kotov Variation	r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4 b8c6	Modern Defense: Kotov Variation	d2d4,g7g6,c2c4,f8g7,b1c3,d7d6,e2e4,b8c6
A42	Modern Defense: Randspringer Variation	rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4 f7f5	Modern Defense: Randspringer Variation	d2d4,g7g6,c2c4,f8g7,b1c3,d7d6,e2e4,f7f5
A42	Pterodactyl Defense	rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq -	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8a5 b1c3 d7d6	Pterodactyl Defense	g1f3,c7c5,c2c4,g7g6,d2d4,f8g7,e2e4,d8a5,b1c3,d7d6
A42	Pterodactyl Defense: Central, Bogolubovia	rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/2N5/PP2NPPP/R1BQKB1R w KQkq -	d2d4 g7g6 c2c4 f8g7 e2e4 d7d6 b1c3 c7c5 g1e2 d8a5	Pterodactyl Defense: Central, Bogolubovia	d2d4,g7g6,c2c4,f8g7,e2e4,d7d6,b1c3,c7c5,g1e2,d8a5
A43	Benoni Defense: Benoni Gambit Accepted	rnbqkbnr/pp1ppppp/8/2P5/8/8/PPP1PPPP/RNBQKBNR b KQkq -	d2d4 c7c5 d4c5	Benoni Defense: Benoni Gambit Accepted	d2d4,c7c5,d4c5
A43	Benoni Defense: Benoni Gambit, Schlenker Defense	r1bqkbnr/pp1ppppp/n7/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 c7c5 d4c5 b8a6	Benoni Defense: Benoni Gambit, Schlenker Defense	d2d4,c7c5,d4c5,b8a6
A43	Benoni Defense: Benoni-Indian Defense	rnbqkb1r/pp1ppppp/5n2/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 c7c5 d4d5 g8f6	Benoni Defense: Benoni-Indian Defense	d2d4,c7c5,d4d5,g8f6
A43	Benoni Defense: Benoni-Indian Defense, Kingside Move Order	rnbqkb1r/pp1ppppp/5n2/2pP4/8/5N2/PPP1PPPP/RNBQKB1R b KQkq -	d2d4 g8f6 g1f3 c7c5 d4d5	Benoni Defense: Benoni-Indian Defense, Kingside Move Order	d2d4,g8f6,g1f3,c7c5,d4d5
A43	Benoni Defense: Benoni-Staunton Gambit	rnbqkbnr/pp1pp1pp/8/2pP1p2/4P3/8/PPP2PPP/RNBQKBNR b KQkq -	d2d4 c7c5 d4d5 f7f5 e2e4	Benoni Defense: Benoni-Staunton Gambit	d2d4,c7c5,d4d5,f7f5,e2e4
A43	Benoni Defense: Cormorant Gambit	rnbqkbnr/p2ppppp/1p6/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 c7c5 d4c5 b7b6	Benoni Defense: Cormorant Gambit	d2d4,c7c5,d4c5,b7b6
A43	Benoni Defense: French Benoni	rnbqkbnr/pp1p1ppp/4p3/2pP4/4P3/8/PPP2PPP/RNBQKBNR b KQkq -	e2e4 e7e6 d2d4 c7c5 d4d5	Benoni Defense: French Benoni	e2e4,e7e6,d2d4,c7c5,d4d5
A43	Benoni Defense: Hawk Variation	rnbqkb1r/pp1ppppp/5n2/3P4/2p5/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 c7c5 d4d5 c5c4	Benoni Defense: Hawk Variation	d2d4,g8f6,g1f3,c7c5,d4d5,c5c4
A43	Benoni Defense: Old Benoni	rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 c7c5	Benoni Defense: Old Benoni 1	d2d4,c7c5
A43	Benoni Defense: Old Benoni	rnbqkbnr/pp1ppppp/8/2pP4/8/8/PPP1PPPP/RNBQKBNR b KQkq -	d2d4 c7c5 d4d5	Benoni Defense: Old Benoni 2	d2d4,c7c5,d4d5
A43	Benoni Defense: Old Benoni	rnbqkbnr/pp2pppp/3p4/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 c7c5 d4d5 d7d6	Benoni Defense: Old Benoni 3	d2d4,c7c5,d4d5,d7d6
A43	Benoni Defense: Old Benoni, Mujannah Formation	rnbqkbnr/pp1pp1pp/8/2pP1p2/8/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 c7c5 d4d5 f7f5	Benoni Defense: Old Benoni, Mujannah Formation	d2d4,c7c5,d4d5,f7f5
A43	Benoni Defense: Old Benoni, Schmid Variation	rnbqkbnr/pp2pp1p/3p2p1/2pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq -	d2d4 c7c5 d4d5 d7d6 b1c3 g7g6	Benoni Defense: Old Benoni, Schmid Variation	d2d4,c7c5,d4d5,d7d6,b1c3,g7g6
A43	Benoni Defense: Snail Variation	r1bqkbnr/pp1ppppp/n7/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 c7c5 d4d5 b8a6	Benoni Defense: Snail Variation	d2d4,c7c5,d4d5,b8a6
A43	Benoni Defense: Woozle	rnb1kb1r/pp1ppppp/5n2/q1pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq -	d2d4 c7c5 d4d5 g8f6 b1c3 d8a5	Benoni Defense: Woozle	d2d4,c7c5,d4d5,g8f6,b1c3,d8a5
A43	Benoni Defense: Zilbermints-Benoni Gambit	rnbqkbnr/pp1ppppp/8/2p5/1P1P4/8/P1P1PPPP/RNBQKBNR b KQkq -	d2d4 c7c5 b2b4	Benoni Defense: Zilbermints-Benoni Gambit 1	d2d4,c7c5,b2b4
A43	Benoni Defense: Zilbermints-Benoni Gambit	rnbqkbnr/pp1ppppp/8/8/1P1p4/5N2/P1P1PPPP/RNBQKB1R b KQkq -	d2d4 c7c5 g1f3 c5d4 b2b4	Benoni Defense: Zilbermints-Benoni Gambit 2	d2d4,c7c5,g1f3,c5d4,b2b4
A43	Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit	rnbqkbnr/pp1p1ppp/8/4p3/1P1p4/5N2/P1P1PPPP/RNBQKB1R w KQkq -	d2d4 c7c5 g1f3 c5d4 b2b4 e7e5	Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit	d2d4,c7c5,g1f3,c5d4,b2b4,e7e5
A43	Indian Defense: Pseudo-Benko	rnbqkb1r/p2ppppp/5n2/1ppP4/8/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 c7c5 d4d5 b7b5	Indian Defense: Pseudo-Benko	d2d4,g8f6,g1f3,c7c5,d4d5,b7b5
A43	Queen's Pawn Game: Liedmann Gambit	rnbqkbnr/pp1ppppp/8/8/2Pp4/4P3/PP3PPP/RNBQKBNR b KQkq -	d2d4 c7c5 c2c4 c5d4 e2e3	Queen's Pawn Game: Liedmann Gambit	d2d4,c7c5,c2c4,c5d4,e2e3
A44	Benoni Defense: Old Benoni	rnbqkbnr/pp1p1ppp/8/2pPp3/8/8/PPP1PPPP/RNBQKBNR w KQkq e6	d2d4 c7c5 d4d5 e7e5	Benoni Defense: Old Benoni 4	d2d4,c7c5,d4d5,e7e5
A44	Benoni Defense: Semi-Benoni	rnbqkbnr/pp3ppp/3p4/2pPp3/4P3/8/PPP2PPP/RNBQKBNR w KQkq -	d2d4 c7c5 d4d5 e7e5 e2e4 d7d6	Benoni Defense: Semi-Benoni	d2d4,c7c5,d4d5,e7e5,e2e4,d7d6
A45	Amazon Attack: Siberian Attack	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2NQ4/PPP1PPPP/R1B1KBNR b KQkq -	d2d4 g8f6 b1c3 d7d5 d1d3	Amazon Attack: Siberian Attack	d2d4,g8f6,b1c3,d7d5,d1d3
A45	Blackmar-Diemer Gambit Declined: O'Kelly Defense	rnbqkb1r/pp2pppp/2p2n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq -	d2d4 g8f6 f2f3 d7d5 e2e4 d5e4 b1c3 c7c6	Blackmar-Diemer Gambit Declined: O'Kelly Defense	d2d4,g8f6,f2f3,d7d5,e2e4,d5e4,b1c3,c7c6
A45	Blackmar-Diemer Gambit Declined: Weinsbach Declination	rnbqkb1r/ppp2ppp/4pn2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq -	d2d4 g8f6 b1c3 d7d5 f2f3 e7e6 e2e4 d5e4	Blackmar-Diemer Gambit Declined: Weinsbach Declination	d2d4,g8f6,b1c3,d7d5,f2f3,e7e6,e2e4,d5e4
A45	Bronstein Gambit	rnbqkb1r/pppppppp/5n2/8/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq -	d2d4 g8f6 g2g4	Bronstein Gambit	d2d4,g8f6,g2g4
A45	Canard Opening	rnbqkb1r/pppppppp/5n2/8/3P1P2/8/PPP1P1PP/RNBQKBNR b KQkq -	d2d4 g8f6 f2f4	Canard Opening	d2d4,g8f6,f2f4
A45	Indian Defense	rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -	d2d4 g8f6	Indian Defense 1	d2d4,g8f6
A45	Indian Defense: Gedult Attack, Gedult Attack	rnbqkb1r/ppp1pppp/5n2/3p4/3P2P1/5P2/PPP1P2P/RNBQKBNR b KQkq -	d2d4 g8f6 f2f3 d7d5 g2g4	Indian Defense: Gedult Attack, Gedult Attack	d2d4,g8f6,f2f3,d7d5,g2g4
A45	Indian Defense: Gibbins-Wiedenhagen Gambit Accepted	rnbqkb1r/pppppppp/8/8/3P2n1/8/PPP1PP1P/RNBQKBNR w KQkq -	d2d4 g8f6 g2g4 f6g4	Indian Defense: Gibbins-Wiedenhagen Gambit Accepted	d2d4,g8f6,g2g4,f6g4
A45	Indian Defense: Gibbins-Wiedenhagen Gambit, Maltese Falcon	rnbqkb1r/pppppppp/5n2/8/3PP3/5P2/PPP4P/RNBQKBNR b KQkq -	d2d4 g8f6 g2g4 f6g4 f2f3 g4f6 e2e4	Indian Defense: Gibbins-Wiedenhagen Gambit, Maltese Falcon	d2d4,g8f6,g2g4,f6g4,f2f3,g4f6,e2e4
A45	Indian Defense: Gibbins-Wiedenhagen Gambit, Oshima Defense	rnbqkb1r/pppp1ppp/5n2/4p3/3P2P1/8/PPP1PP1P/RNBQKBNR w KQkq -	d2d4 g8f6 g2g4 e7e5	Indian Defense: Gibbins-Wiedenhagen Gambit, Oshima Defense	d2d4,g8f6,g2g4,e7e5
A45	Indian Defense: Gibbins-Wiedenhagen Gambit, Stummer Gambit	rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP1BP1P/R1BQK1NR b KQkq -	d2d4 g8f6 g2g4 f6g4 e2e4 d7d6 f1e2 g4f6 b1c3	Indian Defense: Gibbins-Wiedenhagen Gambit, Stummer Gambit	d2d4,g8f6,g2g4,f6g4,e2e4,d7d6,f1e2,g4f6,b1c3
A45	Indian Defense: Lazard Gambit	rnbqkb1r/pppp1ppp/5n2/4p3/3P4/8/PPPNPPPP/R1BQKBNR w KQkq -	d2d4 g8f6 b1d2 e7e5	Indian Defense: Lazard Gambit	d2d4,g8f6,b1d2,e7e5
A45	Indian Defense: Maddigan Gambit	rnbqkb1r/pppp1ppp/5n2/4p3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -	d2d4 g8f6 b1c3 e7e5	Indian Defense: Maddigan Gambit	d2d4,g8f6,b1c3,e7e5
A45	Indian Defense: Omega Gambit	rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -	d2d4 g8f6 e2e4	Indian Defense: Omega Gambit	d2d4,g8f6,e2e4
A45	Indian Defense: Omega Gambit, Arafat Gambit	rnbqkb1r/pppppppp/5n2/6B1/3P4/3B4/PPP2PPP/RN1QK1NR b KQkq -	d2d4 g8f6 e2e4 f6e4 f1d3 e4f6 c1g5	Indian Defense: Omega Gambit, Arafat Gambit	d2d4,g8f6,e2e4,f6e4,f1d3,e4f6,c1g5
A45	Indian Defense: Paleface Attack, Blackmar-Diemer Gambit Deferred	rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq -	d2d4 g8f6 f2f3 d7d5 e2e4	Indian Defense: Paleface Attack, Blackmar-Diemer Gambit Deferred	d2d4,g8f6,f2f3,d7d5,e2e4
A45	Indian Defense: Pawn Push Variation	rnbqkb1r/pppppppp/5n2/3P4/8/8/PPP1PPPP/RNBQKBNR b KQkq -	d2d4 g8f6 d4d5	Indian Defense: Pawn Push Variation	d2d4,g8f6,d4d5
A45	Indian Defense: Reversed Chigorin Defense	rnbqkb1r/pp1ppppp/5n2/2p5/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -	d2d4 g8f6 b1c3 c7c5	Indian Defense: Reversed Chigorin Defense	d2d4,g8f6,b1c3,c7c5
A45	Indian Defense: Tartakower Attack	rnbqkb1r/pppppppp/5n2/8/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq -	d2d4 g8f6 g2g3	Indian Defense: Tartakower Attack	d2d4,g8f6,g2g3
A45	Paleface Attack	rnbqkb1r/pppppppp/5n2/8/3P4/5P2/PPP1P1PP/RNBQKBNR b KQkq -	d2d4 g8f6 f2f3	Paleface Attack	d2d4,g8f6,f2f3
A45	Queen's Pawn Game: Chigorin Variation	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -	d2d4 g8f6 b1c3 d7d5	Queen's Pawn Game: Chigorin Variation 1	d2d4,g8f6,b1c3,d7d5
A45	Queen's Pawn Game: Veresov, Richter Attack	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2P2/PPP1P1PP/R1BQKBNR b KQkq -	d2d4 g8f6 f2f3 d7d5 b1c3	Queen's Pawn Game: Veresov, Richter Attack	d2d4,g8f6,f2f3,d7d5,b1c3
A45	Trompowsky Attack	rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -	d2d4 g8f6 c1g5	Trompowsky Attack	d2d4,g8f6,c1g5
A45	Trompowsky Attack: Borg Variation	rnbqkb1r/pppppp1p/8/6p1/3PnB2/8/PPP1PPPP/RN1QKBNR w KQkq -	d2d4 g8f6 c1g5 f6e4 g5f4 g7g5	Trompowsky Attack: Borg Variation	d2d4,g8f6,c1g5,f6e4,g5f4,g7g5
A45	Trompowsky Attack: Classical Defense	rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -	d2d4 g8f6 c1g5 e7e6	Trompowsky Attack: Classical Defense	d2d4,g8f6,c1g5,e7e6
A45	Trompowsky Attack: Classical Defense, Big Center Variation	rnbqkb1r/pppp1ppp/4pn2/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq -	d2d4 g8f6 c1g5 e7e6 e2e4	Trompowsky Attack: Classical Defense, Big Center Variation	d2d4,g8f6,c1g5,e7e6,e2e4
A45	Trompowsky Attack: Edge Variation	rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -	d2d4 g8f6 c1g5 f6e4 g5h4	Trompowsky Attack: Edge Variation	d2d4,g8f6,c1g5,f6e4,g5h4
A45	Trompowsky Attack: Edge Variation, Hergert Gambit	rnb1kb1r/pp2pppp/2p5/q2p4/3PP2B/2P5/PP1Q1PPP/R3KBNR b KQkq -	d2d4 g8f6 c1g5 f6e4 g5h4 c7c6 b1d2 d8a5 c2c3 e4d2 d1d2 d7d5 e2e4	Trompowsky Attack: Edge Variation, Hergert Gambit 1	d2d4,g8f6,c1g5,f6e4,g5h4,c7c6,b1d2,d8a5,c2c3,e4d2,d1d2,d7d5,e2e4
A45	Trompowsky Attack: Edge Variation, Hergert Gambit	rn1qkb1r/ppp1pppp/5n2/3p1b2/3PP2B/2N2P2/PPP3PP/R2QKBNR b KQkq -	d2d4 g8f6 c1g5 f6e4 g5h4 d7d5 f2f3 e4f6 b1c3 c8f5 e2e4	Trompowsky Attack: Edge Variation, Hergert Gambit 2	d2d4,g8f6,c1g5,f6e4,g5h4,d7d5,f2f3,e4f6,b1c3,c8f5,e2e4
A45	Trompowsky Attack: Poisoned Pawn Variation	rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/2N5/PPP1PPPP/R2QKBNR b KQkq -	d2d4 g8f6 c1g5 c7c5 d4d5 d8b6 b1c3	Trompowsky Attack: Poisoned Pawn Variation	d2d4,g8f6,c1g5,c7c5,d4d5,d8b6,b1c3
A45	Trompowsky Attack: Raptor Variation	rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq -	d2d4 g8f6 c1g5 f6e4 h2h4	Trompowsky Attack: Raptor Variation	d2d4,g8f6,c1g5,f6e4,h2h4
A45	Trompowsky Attack: Raptor Variation, Hergert Gambit	rnbqkb1r/pppp1ppp/8/4p1P1/3P4/8/PPP1PPP1/RN1QKBNR w KQkq -	d2d4 g8f6 c1g5 f6e4 h2h4 e4g5 h4g5 e7e5	Trompowsky Attack: Raptor Variation, Hergert Gambit	d2d4,g8f6,c1g5,f6e4,h2h4,e4g5,h4g5,e7e5
A46	Döry Defense	rnbqkb1r/pppppppp/8/8/3Pn3/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 f6e4	Döry Defense	d2d4,g8f6,g1f3,f6e4
A46	Indian Defense: Czech-Indian	rnbqkb1r/pp1ppppp/2p2n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 c7c6	Indian Defense: Czech-Indian	d2d4,g8f6,g1f3,c7c6
A46	Indian Defense: Knights Variation	rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq -	d2d4 g8f6 g1f3	Indian Defense: Knights Variation	d2d4,g8f6,g1f3
A46	Indian Defense: Knights Variation, Alburt-Miles Variation	rnbqkb1r/1ppppppp/p4n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 a7a6	Indian Defense: Knights Variation, Alburt-Miles Variation	d2d4,g8f6,g1f3,a7a6
A46	Indian Defense: London System	rnbqkb1r/pppp1ppp/4pn2/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq -	d2d4 g8f6 g1f3 e7e6 c1f4	Indian Defense: London System	d2d4,g8f6,g1f3,e7e6,c1f4
A46	Indian Defense: Polish Variation	rnbqkb1r/p1pppppp/5n2/1p6/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 b7b5	Indian Defense: Polish Variation	d2d4,g8f6,g1f3,b7b5
A46	Indian Defense: Spielmann-Indian	rnbqkb1r/pp1ppppp/5n2/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 c7c5	Indian Defense: Spielmann-Indian	d2d4,g8f6,g1f3,c7c5
A46	Indian Defense: Wade-Tartakower Defense	rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 g1f3 d7d6	Indian Defense: Wade-Tartakower Defense	d2d4,g8f6,g1f3,d7d6
